0;#;FORM;LEMMA;GRAM;COMMENT;CHECKED;CONTEXT;RIGHT1;RIGHT2;RIGHT3;RIGHT4;RIGHT5;RIGHT6;POS;AUTO_LEMMA;AUTO_GRAM;
26621;;приглушЄнный;ѕ–»√Ћ”Ў≈ЌЌџ…;A - nom sg plen m inan;;;плюс ко всему _приглушЄнный_ красный свет и;й;ы;н;н;Є;ш;A;ѕ–»√Ћ”Ў≈ЌЌџ…;A - acc sg plen m inan;…
26622;;красный; –ј—Ќџ…;A - nom sg plen m inan;;;ко всему приглушЄнный _красный_ свет и музыка;й;ы;н;с;а;р;A; –ј—Ќџ…;A - acc sg plen m inan;…
26623;;свет;—¬≈“;S m inan nom sg;;;всему приглушЄнный красный _свет_ и музыка ,;т;е;в;с;;;S;—¬≈“;S m inan acc sg;“
26624;;и;»;CONJ;;;приглушЄнный красный свет _и_ музыка , как;и;;;;;;CONJ;»;CONJ;»
26625;;музыка;ћ”«џ ј;S f inan nom sg;;;красный свет и _музыка_ , как из;а;к;ы;з;у;м;S;ћ”«џ ј;S f inan nom sg;ј
26626;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
26627;;как; ј ;CONJ;;;и музыка , _как_ из детектива ,;к;а;к;;;;CONJ; ј ;CONJ; 
26628;;из;»«;PR;;;музыка , как _из_ детектива , и;з;и;;;;;PR;»«;PR;«
26629;;детектива;ƒ≈“≈ “»¬;S m inan gen sg;;;, как из _детектива_ , и это;а;в;и;т;к;е;S;ƒ≈“≈ “»¬;S m inan gen sg;¬
26630;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
26631;;и;»;CONJ;;;из детектива , _и_ это всЄ наводит;и;;;;;;CONJ;»;CONJ;»
26632;;это;Ё“ќ;SPRO n - nom sg;;;детектива , и _это_ всЄ наводит ужас;о;т;э;;;;SPRO;Ё“ќ;S n - nom sg;ќ
26633;;всЄ;¬—≈;SPRO n - nom sg;;;, и это _всЄ_ наводит ужас ,;Є;с;в;;;;S;¬—≈;S n - nom sg;≈
26634;;наводит;Ќј¬ќƒ»“№;V ipf praes sg indic - 3p;;;и это всЄ _наводит_ ужас , и;т;и;д;о;в;а;V;Ќј¬ќƒ»“№;V ipf praes sg indic - 3p;№
26635;;ужас;”∆ј—;S m inan acc sg;;;это всЄ наводит _ужас_ , и ты;с;а;ж;у;;;S;”∆ј—;S m inan nom sg;—
26636;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
26637;;и;»;CONJ;;;наводит ужас , _и_ ты просто напрочь;и;;;;;;CONJ;»;CONJ;»
26638;;ты;“џ;SPRO sg 2p - nom;;;ужас , и _ты_ просто напрочь забываешь;ы;т;;;;;SPRO;“џ;SPRO sg 2p - nom;џ
26639;;просто;ѕ–ќ—“ќ;PART;;;, и ты _просто_ напрочь забываешь ,;о;т;с;о;р;п;PART;ѕ–ќ—“ќ;PART;ќ
26640;;напрочь;Ќјѕ–ќ„№;ADV -;;;и ты просто _напрочь_ забываешь , что;ь;ч;о;р;п;а;ADV;Ќјѕ–ќ„№;ADV -;№
26641;;забываешь;«јЅџ¬ј“№;V ipf praes sg indic - 2p;;;ты просто напрочь _забываешь_ , что это;ь;ш;е;а;в;ы;V;«јЅџ¬ј“№;V ipf praes sg indic - 2p;№
26642;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
26643;;что;„“ќ;CONJ;;;напрочь забываешь , _что_ это всЄ не;о;т;ч;;;;CONJ;„“ќ;CONJ;ќ
26644;;это;Ё“ќ;SPRO n - nom sg;;;забываешь , что _это_ всЄ не всерьЄз;о;т;э;;;;SPRO;Ё“ќ;S n - nom sg;ќ
26645;;всЄ;¬—≈;SPRO n - nom sg;;;, что это _всЄ_ не всерьЄз ,;Є;с;в;;;;S;¬—≈;S n - nom sg;≈
26646;;не;Ќ≈;PART;;;что это всЄ _не_ всерьЄз , и;е;н;;;;;PART;Ќ≈;PART;≈
26647;;всерьЄз;¬—≈–№≈«;ADV -;;;это всЄ не _всерьЄз_ , и начинаешь;з;Є;ь;р;е;с;ADV;¬—≈–№≈«;ADV -;«
26648;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
26649;;и;»;CONJ;;;не всерьЄз , _и_ начинаешь действительно;и;;;;;;CONJ;»;CONJ;»
26650;;начинаешь;Ќј„»Ќј“№;V ipf praes sg indic - 2p;;;всерьЄз , и _начинаешь_ действительно усмехаетс€;ь;ш;е;а;н;и;V;Ќј„»Ќј“№;V ipf praes sg indic - 2p;№
26651;;действительно;ƒ≈…—“¬»“≈Ћ№Ќќ;ADV -;;;, и начинаешь _действительно_ усмехаетс€;о;н;ь;л;е;т;ADV;ƒ≈…—“¬»“≈Ћ№Ќќ;ADV -;ќ
26652;"<span class=""note"">";;;;;;;;;;;;;;;;
26653;<note>;усмехаетс€;;;;;;;;;;;;;;;
26654;</span>;;;;;;;;;;;;;;;;
26655;;бо€тьс€;Ѕќя“№—я;V ipf - - inf - -;;;усмехаетс€ _бо€тьс€_ за свою жизнь;€;с;ь;т;€;о;V;Ѕќя“№—я;V ipf - - inf - -;я
26656;;за;«ј;PR;;;усмехаетс€ бо€тьс€ _за_ свою жизнь и;а;з;;;;;PR;«ј;PR;ј
26657;;свою;—¬ќ…;APRO - acc sg plen f -;;;бо€тьс€ за _свою_ жизнь и думать;ю;о;в;с;;;APRO;—¬ќ…;A - acc sg plen f -;…
26658;;жизнь;∆»«Ќ№;S f inan acc sg;;;бо€тьс€ за свою _жизнь_ и думать о;ь;н;з;и;ж;;S;∆»«Ќ№;S f inan acc sg;№
26659;;и;»;CONJ;;;за свою жизнь _и_ думать о том;и;;;;;;CONJ;»;CONJ;»
26660;;думать;ƒ”ћј“№;V ipf - - inf - -;;;свою жизнь и _думать_ о том ,;ь;т;а;м;у;д;V;ƒ”ћј“№;V ipf - - inf - -;№
26661;;о;ќ;PR;;;жизнь и думать _о_ том , как бы;о;;;;;;PR;ќ;PR;ќ
26662;;том;“ќ;SPRO n - loc sg;;;и думать о _том_ , как бы выжить;м;о;т;;;;SPRO;“ќ;S n - loc sg;ќ
26663;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
26664;;как бы;как бы;PART;–аздельно;;о том , _как бы_ выжить в этот;ы;б;;к;а;к;PART;как бы;ADV -;ы
26665;;выжить;¬џ∆»“№;V pf - - inf - -;;;том , как бы _выжить_ в этот час;ь;т;и;ж;ы;в;V;¬џ∆»“№;V pf - - inf - -;№
26666;;в;¬;PR;;;, как бы выжить _в_ этот час и;в;;;;;;PR;¬;PR;¬
26667;;этот;Ё“ќ“;APRO - acc sg plen m inan;;;как бы выжить в _этот_ час и как бы;т;о;т;э;;;APRO;Ё“ќ“;A - acc sg plen m inan;“
26668;;час;„ј—;S m inan acc sg;;;выжить в этот _час_ и как бы кто;с;а;ч;;;;S;„ј—;S m inan acc sg;—
26669;;и;»;CONJ;;;в этот час _и_ как бы кто сзади;и;;;;;;CONJ;»;CONJ;»
26670;;как бы;как бы;PART;–аздельно;;этот час и _как бы_ кто сзади не;ы;б;;к;а;к;PART;как бы;ADV -;ы
26671;;кто; “ќ;SPRO m - nom sg;;;час и как бы _кто_ сзади не подошЄл;о;т;к;;;;S; “ќ;S m - nom sg;ќ
26672;;сзади;—«јƒ»;ADV -;;;и как бы кто _сзади_ не подошЄл ,;и;д;а;з;с;;ADV;—«јƒ»;ADV -;»
26673;;не;Ќ≈;PART;;;как бы кто сзади _не_ подошЄл , не;е;н;;;;;PART;Ќ≈;PART;≈
26674;;подошЄл;ѕќƒќ…“»;V pf praet sg indic m -;;;кто сзади не _подошЄл_ , не пырнул;л;Є;ш;о;д;о;V;ѕќƒќ…“»;V pf praet sg indic m -;»
26675;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
26676;;не;Ќ≈;PART;;;не подошЄл , _не_ пырнул ножом и;е;н;;;;;PART;Ќ≈;PART;≈
26677;;пырнул;ѕџ–Ќ”“№;V pf praet sg indic m -;;;подошЄл , не _пырнул_ ножом и так;л;у;н;р;ы;п;V;ѕџ–Ќ”“№;V pf praet sg indic m -;№
26678;;ножом;Ќќ∆;S m inan ins sg;;;, не пырнул _ножом_ и так далее;м;о;ж;о;н;;S;Ќќ∆;S m inan ins sg;∆
26679;;и;»;CONJ;;;не пырнул ножом _и_ так далее .;и;;;;;;CONJ;»;CONJ;»
26680;;так;“ј ;ADV -;;;пырнул ножом и _так_ далее .;к;а;т;;;;ADV;“ј ;ADV -; 
26681;;далее;ƒјЋ≈≈;ADV -;;;ножом и так _далее_ .;е;е;л;а;д;;ADV;ƒјЋ≈≈;ADV -;≈
26682;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
26683;;;;;;;;;;;;;;;;;
26684;# sent = 1971;;;;;;;;;;;;;;;;
26685;# speaker = Ќад€;;;;;;;;;;;;;;;;
26686;# sent = 1972;;;;;;;;;;;;;;;;
26687;;¬;¬;PR;;;_¬_ общем , потом;в;;;;;;PR;¬;PR;¬
26688;;общем;ќЅў»…;A - loc sg plen m -;;;¬ _общем_ , потом резко;м;е;щ;б;о;;A;ќЅў»…;A - loc sg plen m -;…
26689;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
26690;;потом;ѕќ“ќћ;ADV -;;;¬ общем , _потом_ резко закрываетс€ дверь;м;о;т;о;п;;ADV;ѕќ“ќћ;ADV -;ћ
26691;;резко;–≈« ќ;ADV -;;;общем , потом _резко_ закрываетс€ дверь ,;о;к;з;е;р;;ADV;–≈« ќ;ADV -;ќ
26692;;закрываетс€;«ј –џ¬ј“№—я;V ipf praes sg indic - 3p;;;, потом резко _закрываетс€_ дверь , кто-то;€;с;т;е;а;в;V;«ј –џ¬ј“№—я;V ipf praes sg indic - 3p;я
26693;;дверь;ƒ¬≈–№;S f inan nom sg;;;потом резко закрываетс€ _дверь_ , кто-то ,;ь;р;е;в;д;;S;ƒ¬≈–№;S f inan acc sg;№
26694;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
26695;;кто-то; “ќ-“ќ;SPRO m - nom sg;;;закрываетс€ дверь , _кто-то_ , видимо ,;о;т;-;о;т;к;S; “ќ-“ќ;S m - nom sg;ќ
26696;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
26697;;видимо;¬»ƒ»ћќ;PARENTH;;;, кто-то , _видимо_ , еЄ закрыл;о;м;и;д;и;в;ADV;¬»ƒ»ћќ;ADV -;ќ
26698;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
26699;;еЄ;ќЌј;SPRO sg 3p f acc;;;, видимо , _еЄ_ закрыл , мы;Є;е;;;;;SPRO;ќЌј;SPRO sg 3p f acc;ј
26700;;закрыл;«ј –џ“№;V pf praet sg indic m -;;;видимо , еЄ _закрыл_ , мы оказались;л;ы;р;к;а;з;V;«ј –џ“№;V pf praet sg indic m -;№
26701;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
26702;;мы;ћџ;SPRO pl 1p - nom;;;еЄ закрыл , _мы_ оказались внутри этого;ы;м;;;;;SPRO;ћџ;SPRO pl 1p - nom;џ
26703;;оказались;ќ ј«ј“№—я;V pf praet pl indic - -;;;закрыл , мы _оказались_ внутри этого кабинета;ь;с;и;л;а;з;V;ќ ј«ј“№—я;V pf praet pl indic - -;я
26704;;внутри;¬Ќ”“–»;PR;;;, мы оказались _внутри_ этого кабинета (;и;р;т;у;н;в;PR;¬Ќ”“–»;PR;»
26705;;этого;Ё“ќ“;APRO - gen sg plen m -;;;мы оказались внутри _этого_ кабинета ( она;о;г;о;т;э;;APRO;Ё“ќ“;A - acc sg plen m anim;“
26706;;кабинета; јЅ»Ќ≈“;S m inan gen sg;;;оказались внутри этого _кабинета_ ( она как бы;а;т;е;н;и;б;S; јЅ»Ќ≈“;S m inan gen sg;“
26707;;(;(;PUNCT;;;;;;;;;;PUNCT;;;
26708;;она;ќЌј;SPRO sg 3p f nom;;;этого кабинета ( _она_ как бы вроде бы;а;н;о;;;;SPRO;ќЌј;SPRO sg 3p f nom;ј
26709;;как бы;как бы;PART;;;кабинета ( она _как бы_ вроде бы сама;ы;б;;к;а;к;PART;как бы;ADV -;ы
26710;;вроде;¬–ќƒ≈;PART;;;( она как бы _вроде_ бы сама закрылась;е;д;о;р;в;;PART;¬–ќƒ≈;PART;≈
26711;;бы;Ѕџ;PART;;;она как бы вроде _бы_ сама закрылась ,;ы;б;;;;;PART;Ѕџ;PART;џ
26712;;сама;—јћ;A - nom sg plen f -;;;как бы вроде бы _сама_ закрылась , непон€тно;а;м;а;с;;;A;—јћ;A - nom sg plen f -;ћ
26713;;закрылась;«ј –џ“№—я;V pf praet sg indic f -;;;вроде бы сама _закрылась_ , непон€тно );ь;с;а;л;ы;р;V;«ј –џ“№—я;V pf praet sg indic f -;я
26714;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
26715;;непон€тно;Ќ≈ѕќЌя“Ќќ;ADV -;;;сама закрылась , _непон€тно_ ) , там;о;н;т;€;н;о;ADV;Ќ≈ѕќЌя“Ќќ;ADV -;ќ
26716;;););PUNCT;;;;;;;;;;PUNCT;;;
26717;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
26718;;там;“јћ;ADV -;;;непон€тно ) , _там_ ещЄ вентил€тор шумел;м;а;т;;;;ADV;“јћ;ADV -;ћ
26719;;ещЄ;≈ў≈;ADV -;;;) , там _ещЄ_ вентил€тор шумел от;Є;щ;е;;;;ADV;≈ў≈;ADV -;≈
26720;;вентил€тор;¬≈Ќ“»Ћя“ќ–;S m inan nom sg;;;, там ещЄ _вентил€тор_ шумел от Е;р;о;т;€;л;и;S;¬≈Ќ“»Ћя“ќ–;S m inan nom sg;–
26721;;шумел;Ў”ћ≈“№;V ipf praet sg indic m -;;;там ещЄ вентил€тор _шумел_ от Е сам;л;е;м;у;ш;;V;Ў”ћ≈“№;V ipf praet sg indic m -;№
26722;;от;ќ“;PR;;;ещЄ вентил€тор шумел _от_ Е сам по;т;о;;;;;PR;ќ“;PR;“
26723;;Е;Е;PUNCT;;;;;;;;;;PUNCT;;;
26724;;сам;—јћ;A - nom sg plen m -;;;шумел от Е _сам_ по себе ,;м;а;с;;;;A;—јћ;A - nom sg plen m -;ћ
26725;;по;ѕќ;PR;;;от Е сам _по_ себе , в;о;п;;;;;PR;ѕќ;PR;ќ
26726;;себе;—≈Ѕя;SPRO - - - dat;;;Е сам по _себе_ , в общем;е;б;е;с;;;SPRO;—≈Ѕя;SPRO - - - dat;я
26727;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
26728;;в;¬;PR;;;по себе , _в_ общем .;в;;;;;;PR;¬;PR;¬
26729;;общем;ќЅў»…;A - loc sg plen m -;;;себе , в _общем_ .;м;е;щ;б;о;;A;ќЅў»…;A - loc sg plen m -;…
26730;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
26731;;;;;;;;;;;;;;;;;
26732;# sent = 1973;;;;;;;;;;;;;;;;
26733;;»;»;CONJ;;;. _»_ тут резко начинаетс€;и;;;;;;CONJ;»;CONJ;»
26734;;тут;“”“;ADV -;;;» _тут_ резко начинаетс€ толчки;т;у;т;;;;ADV;“”“;ADV -;“
26735;;резко;–≈« ќ;ADV -;;;» тут _резко_ начинаетс€ толчки в;о;к;з;е;р;;ADV;–≈« ќ;ADV -;ќ
26736;;начинаетс€;Ќј„»Ќј“№—я;V ipf praes sg indic - 3p;;;» тут резко _начинаетс€_ толчки в дверь;€;с;т;е;а;н;V;Ќј„»Ќј“№—я;V ipf praes sg indic - 3p;я
26737;;толчки;“ќЋ„ќ ;S m inan nom pl;;;тут резко начинаетс€ _толчки_ в дверь ,;и;к;ч;л;о;т;S;“ќЋ„ќ ;S m inan acc pl; 
26738;;в;¬;PR;;;резко начинаетс€ толчки _в_ дверь , там;в;;;;;;PR;¬;PR;¬
26739;;дверь;ƒ¬≈–№;S f inan acc sg;;;начинаетс€ толчки в _дверь_ , там ,;ь;р;е;в;д;;S;ƒ¬≈–№;S f inan acc sg;№
26740;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
26741;;там;“јћ;ADV -;;;в дверь , _там_ , бум -;м;а;т;;;;ADV;“јћ;ADV -;ћ
26742;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
26743;;бум;Ѕ”ћ;INTJ;;;, там , _бум_ - бум -;м;у;б;;;;INTJ;Ѕ”ћ;INTJ;ћ
26744;;-;-;PUNCT;;;;;;;;;;PUNCT;;;
26745;;бум;Ѕ”ћ;INTJ;;;, бум - _бум_ - бум ,;м;у;б;;;;INTJ;Ѕ”ћ;INTJ;ћ
26746;;-;-;PUNCT;;;;;;;;;;PUNCT;;;
26747;;бум;Ѕ”ћ;INTJ;;;- бум - _бум_ , и от;м;у;б;;;;INTJ;Ѕ”ћ;INTJ;ћ
26748;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
26749;;и;»;CONJ;;;- бум , _и_ от этого становитс€;и;;;;;;CONJ;»;CONJ;»
26750;;от;ќ“;PR;;;бум , и _от_ этого становитс€ очень;т;о;;;;;PR;ќ“;PR;“
26751;;этого;Ё“ќ;SPRO n - gen sg;;;, и от _этого_ становитс€ очень страшно;о;г;о;т;э;;SPRO;Ё“ќ;S n - gen sg;ќ
26752;;становитс€;—“јЌќ¬»“№—я;V ipf praes sg indic - 3p;;;и от этого _становитс€_ очень страшно ,;€;с;т;и;в;о;V;—“јЌќ¬»“№—я;V ipf praes sg indic - 3p;я
26753;;очень;ќ„≈Ќ№;ADV -;;;от этого становитс€ _очень_ страшно , сердце;ь;н;е;ч;о;;ADV;ќ„≈Ќ№;ADV -;№
26754;;страшно;—“–јЎЌќ;ADV -;;;этого становитс€ очень _страшно_ , сердце просто;о;н;ш;а;р;т;ADV;—“–јЎЌќ;ADV -;ќ
26755;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
26756;;сердце;—≈–ƒ÷≈;S n inan nom sg;;;очень страшно , _сердце_ просто у Е;е;ц;д;р;е;с;S;—≈–ƒ÷≈;S n inan nom sg;≈
26757;;просто;ѕ–ќ—“ќ;PART;;;страшно , сердце _просто_ у Е уходит;о;т;с;о;р;п;PART;ѕ–ќ—“ќ;PART;ќ
26758;;у;”;NONLEX;—литно;;, сердце просто _у_ Е уходит в;у;;;;;;PR;”;PR;”
26759;;Е;Е;PUNCT;;;;;;;;;;PUNCT;;;
26760;;уходит;”’ќƒ»“№;V ipf praes sg indic - 3p;;;просто у Е _уходит_ в п€тки ,;т;и;д;о;х;у;V;”’ќƒ»“№;V ipf praes sg indic - 3p;№
26761;;в;¬;PR;;;у Е уходит _в_ п€тки , и;в;;;;;;PR;¬;PR;¬
26762;;п€тки;ѕя“ ј;S f inan acc pl;;;Е уходит в _п€тки_ , и ты;и;к;т;€;п;;S;ѕя“ ј;S f inan acc pl;ј
26763;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
26764;;и;»;CONJ;;;в п€тки , _и_ ты , ну;и;;;;;;CONJ;»;CONJ;»
26765;;ты;“џ;SPRO sg 2p - nom;;;п€тки , и _ты_ , ну ,;ы;т;;;;;SPRO;“џ;SPRO sg 2p - nom;џ
26766;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
26767;;ну;Ќ”;PART;;;и ты , _ну_ , не знаю;у;н;;;;;PART;Ќ”;PART;”
26768;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
26769;;не;Ќ≈;PART;;;, ну , _не_ знаю , все;е;н;;;;;PART;Ќ≈;PART;≈
26770;;знаю;«Ќј“№;V ipf praes sg indic - 1p;;;ну , не _знаю_ , все так;ю;а;н;з;;;V;«Ќј“№;V ipf praes sg indic - 1p;№
26771;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
26772;;все;¬—≈;APRO - - nom pl;;;не знаю , _все_ так сплочаютс€ ,;е;с;в;;;;S;¬—≈;S - - nom pl;≈
26773;;так;“ј ;ADV -;;;знаю , все _так_ сплочаютс€ , все;к;а;т;;;;ADV;“ј ;ADV -; 
26774;;сплочаютс€;—ѕЋќ„ј“№—я;V ipf praes pl indic - 3p;;;, все так _сплочаютс€_ , все стараютс€;€;с;т;ю;а;ч;V;—ѕЋќ„ј“№—я;V ipf praes pl indic - 3p;я
26775;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
26776;;все;¬—≈;APRO - - nom pl;;;так сплочаютс€ , _все_ стараютс€ друг с;е;с;в;;;;S;¬—≈;S - - nom pl;≈
26777;;стараютс€;—“ј–ј“№—я;V ipf praes pl indic - 3p;;;сплочаютс€ , все _стараютс€_ друг с другом;€;с;т;ю;а;р;V;—“ј–ј“№—я;V ipf praes pl indic - 3p;я
26778;;друг;ƒ–”√;S m anim nom sg;;;, все стараютс€ _друг_ с другом вот;г;у;р;д;;;S;ƒ–”√;S - - nom -;√
26779;;с;—;PR;;;все стараютс€ друг _с_ другом вот в;с;;;;;;PR;—;PR;—
26780;;другом;ƒ–”√;S m anim ins sg;;;стараютс€ друг с _другом_ вот в одном;м;о;г;у;р;д;S;ƒ–”√;S m anim ins sg;√
26781;;вот;¬ќ“;PART;;;друг с другом _вот_ в одном кружочке;т;о;в;;;;PART;¬ќ“;PART;“
26782;;в;¬;PR;;;с другом вот _в_ одном кружочке держатьс€;в;;;;;;PR;¬;PR;¬
26783;;одном;ќƒ»Ќ;ANUM - loc sg plen m -;;;другом вот в _одном_ кружочке держатьс€ .;м;о;н;д;о;;ANUM;ќƒ»Ќ;A - loc sg plen m -;Ќ
26784;;кружочке; –”∆ќ„≈ ;S m inan loc sg;;;вот в одном _кружочке_ держатьс€ .;е;к;ч;о;ж;у;S; –”∆ќ„≈ ;S m inan loc sg; 
26785;;держатьс€;ƒ≈–∆ј“№—я;V ipf - - inf - -;;;в одном кружочке _держатьс€_ .;€;с;ь;т;а;ж;V;ƒ≈–∆ј“№—я;V ipf - - inf - -;я
26786;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
26787;;;;;;;;;;;;;;;;;
26788;# sent = 1974;;;;;;;;;;;;;;;;
26789;# speaker = Ќад€;;;;;;;;;;;;;;;;
26790;# sent = 1975;;;;;;;;;;;;;;;;
26791;;¬;¬;PR;;;_¬_ общем , ээ;в;;;;;;PR;¬;PR;¬
26792;;общем;ќЅў»…;A - loc sg plen m -;;;¬ _общем_ , ээ ,;м;е;щ;б;о;;A;ќЅў»…;A - loc sg plen m -;…
26793;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
26794;;ээ;ЁЁ;NONLEX;;;¬ общем , _ээ_ , нам нужно;э;э;;;;;NONLEX;ЁЁ;NONLEX;Ё
26795;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
26796;;нам;ћџ;SPRO pl 1p - dat;;;, ээ , _нам_ нужно было найти;м;а;н;;;;SPRO;ћџ;SPRO pl 1p - dat;џ
26797;;нужно;Ќ”∆Ќќ;PRAEDIC;;;ээ , нам _нужно_ было найти ,;о;н;ж;у;н;;PRAEDIC;Ќ”∆Ќќ;ADV -;ќ
26798;;было;Ѕџ“№;V ipf praet sg indic n -;;;, нам нужно _было_ найти , ээ;о;л;ы;б;;;V;Ѕџ“№;V ipf praet sg indic n -;№
26799;;найти;Ќј…“»;V pf - - inf - -;;;нам нужно было _найти_ , ээ ,;и;т;й;а;н;;V;Ќј…“»;V pf - - inf - -;»
26800;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
26801;;ээ;ЁЁ;NONLEX;;;было найти , _ээ_ , диск ,;э;э;;;;;NONLEX;ЁЁ;NONLEX;Ё
26802;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
26803;;диск;ƒ»— ;S m inan acc sg;;;, ээ , _диск_ , диск лежал;к;с;и;д;;;S;ƒ»— ;S m inan nom sg; 
26804;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
26805;;диск;ƒ»— ;S m inan nom sg;;;, диск , _диск_ лежал в сейфе;к;с;и;д;;;S;ƒ»— ;S m inan nom sg; 
26806;;лежал;Ћ≈∆ј“№;V ipf praet sg indic m -;;;диск , диск _лежал_ в сейфе .;л;а;ж;е;л;;V;Ћ≈∆ј“№;V ipf praet sg indic m -;№
26807;;в;¬;PR;;;, диск лежал _в_ сейфе .;в;;;;;;PR;¬;PR;¬
26808;;сейфе;—≈…‘;S m inan loc sg;;;диск лежал в _сейфе_ .;е;ф;й;е;с;;S;—≈…‘;S m inan loc sg;‘
26809;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
26810;;;;;;;;;;;;;;;;;
26811;# sent = 1976;;;;;;;;;;;;;;;;
26812;;„тобы;„“ќЅџ;CONJ;;;. _„тобы_ найти код от;ы;б;о;т;ч;;CONJ;„“ќЅџ;CONJ;џ
26813;;найти;Ќј…“»;V pf - - inf - -;;;„тобы _найти_ код от сейфа;и;т;й;а;н;;V;Ќј…“»;V pf - - inf - -;»
26814;;код; ќƒ;S m inan acc sg;;;„тобы найти _код_ от сейфа ,;д;о;к;;;;S; ќƒ;S m inan acc sg;ƒ
26815;;от;ќ“;PR;;;„тобы найти код _от_ сейфа , нужно;т;о;;;;;PR;ќ“;PR;“
26816;;сейфа;—≈…‘;S m inan gen sg;;;найти код от _сейфа_ , нужно было;а;ф;й;е;с;;S;—≈…‘;S m inan gen sg;‘
26817;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
26818;;нужно;Ќ”∆Ќќ;PRAEDIC;;;от сейфа , _нужно_ было прослушать аудиозапись;о;н;ж;у;н;;PRAEDIC;Ќ”∆Ќќ;ADV -;ќ
26819;;было;Ѕџ“№;V ipf praet sg indic n -;;;сейфа , нужно _было_ прослушать аудиозапись ,;о;л;ы;б;;;V;Ѕџ“№;V ipf praet sg indic n -;№
26820;;прослушать;ѕ–ќ—Ћ”Ўј“№;V pf - - inf - -;;;, нужно было _прослушать_ аудиозапись , которую;ь;т;а;ш;у;л;V;ѕ–ќ—Ћ”Ўј“№;V pf - - inf - -;№
26821;;аудиозапись;ј”ƒ»ќ«јѕ»—№;S f inan acc sg;;;нужно было прослушать _аудиозапись_ , которую не;ь;с;и;п;а;з;S;ј”ƒ»ќ«јѕ»—№;S f inan acc sg;№
26822;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
26823;;которую; ќ“ќ–џ…;APRO - acc sg plen f -;;;прослушать аудиозапись , _которую_ не сразу говоритс€;ю;у;р;о;т;о;APRO; ќ“ќ–џ…;A - acc sg plen f -;…
26824;;не;Ќ≈;PART;;;аудиозапись , которую _не_ сразу говоритс€ ,;е;н;;;;;PART;Ќ≈;PART;≈
26825;;сразу;—–ј«”;ADV -;;;, которую не _сразу_ говоритс€ , а;у;з;а;р;с;;ADV;—–ј«”;ADV -;”
26826;;говоритс€;√ќ¬ќ–»“№—я;V ipf praes sg indic - 3p;;;которую не сразу _говоритс€_ , а нужно;€;с;т;и;р;о;V;√ќ¬ќ–»“№—я;V ipf praes sg indic - 3p;я
26827;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
26828;;а;ј;CONJ;;;сразу говоритс€ , _а_ нужно было из;а;;;;;;CONJ;ј;CONJ;ј
26829;;нужно;Ќ”∆Ќќ;PRAEDIC;;;говоритс€ , а _нужно_ было из чего-то;о;н;ж;у;н;;PRAEDIC;Ќ”∆Ќќ;ADV -;ќ
26830;;было;Ѕџ“№;V ipf praet sg indic n -;;;, а нужно _было_ из чего-то там;о;л;ы;б;;;V;Ѕџ“№;V ipf praet sg indic n -;№
26831;;из;»«;PR;;;а нужно было _из_ чего-то там услышать;з;и;;;;;PR;»«;PR;«
26832;;чего-то;„“ќ-“ќ;SPRO n inan gen sg;;;нужно было из _чего-то_ там услышать .;о;т;-;о;г;е;SPRO;„“ќ-“ќ;S n - gen sg;ќ
26833;;там;“јћ;ADV -;;;было из чего-то _там_ услышать .;м;а;т;;;;ADV;“јћ;ADV -;ћ
